############################
### DOCUMENT
# [1] D. SIEGFRIED and P. WILBUR, “An investigation of mercury hollow cathode phenomena,” 13th Int. Electr. Propuls. Conf., 1978.
### SOFTWARE
# Plot digitized using Engauge Digitizer
### CAPTION
# Electron temperature in spot mode 
### DATA
# d (mm), Te (eV)
############################
d,TeV
12.1097,0.47456
12.1141,0.47447
12.1184,0.47437
12.1228,0.47428
12.1271,0.47418
12.1314,0.47409
12.1358,0.47399
12.1401,0.4739
12.1445,0.4738
12.1488,0.47371
12.1532,0.47362
12.1575,0.47352
12.1619,0.47343
12.1662,0.47334
12.1706,0.47325
12.1749,0.47315
12.1793,0.47306
12.1836,0.47297
12.188,0.47288
12.1923,0.47279
12.1967,0.47269
12.201,0.4726
12.2054,0.47251
12.2097,0.47242
12.2141,0.47233
12.2184,0.47224
12.2228,0.47215
12.2271,0.47206
12.2314,0.47197
12.2358,0.47188
12.2401,0.47179
12.2445,0.4717
12.2488,0.47161
12.2532,0.47153
12.2575,0.47144
12.2619,0.47135
12.2662,0.47126
12.2706,0.47117
12.2749,0.47109
12.2793,0.471
12.2836,0.47091
12.288,0.47082
12.2923,0.47074
12.2967,0.47065
12.301,0.47056
12.3054,0.47048
12.3097,0.47039
12.3141,0.47031
12.3184,0.47022
12.3228,0.47014
12.3271,0.47005
12.3314,0.46997
12.3358,0.46988
12.3401,0.4698
12.3445,0.46971
12.3488,0.46963
12.3532,0.46954
12.3575,0.46946
12.3619,0.46938
12.3662,0.46929
12.3706,0.46921
12.3749,0.46913
12.3793,0.46905
12.3836,0.46896
12.388,0.46888
12.3923,0.4688
12.3967,0.46872
12.401,0.46863
12.4054,0.46855
12.4097,0.46847
12.4141,0.46839
12.4184,0.46831
12.4227,0.46823
12.4271,0.46815
12.4314,0.46807
12.4358,0.46799
12.4401,0.46791
12.4445,0.46783
12.4488,0.46775
12.4532,0.46767
12.4575,0.46759
12.4619,0.46751
12.4662,0.46743
12.4706,0.46735
12.4749,0.46727
12.4793,0.4672
12.4836,0.46712
12.488,0.46704
12.4923,0.46696
12.4967,0.46688
12.501,0.4668
12.5054,0.46673
12.5097,0.46665
12.5141,0.46657
12.5184,0.4665
12.5227,0.46642
12.5271,0.46634
12.5314,0.46626
12.5358,0.46619
12.5401,0.46611
12.5445,0.46603
12.5488,0.46596
12.5532,0.46588
12.5575,0.4658
12.5619,0.46573
12.5662,0.46565
12.5706,0.46558
12.5749,0.4655
12.5793,0.46543
12.5836,0.46535
12.588,0.46527
12.5923,0.4652
12.5967,0.46512
12.601,0.46505
12.6054,0.46497
12.6097,0.4649
12.6141,0.46482
12.6184,0.46475
12.6227,0.46467
12.6271,0.4646
12.6314,0.46452
12.6358,0.46445
12.6401,0.46437
12.6445,0.4643
12.6488,0.46422
12.6532,0.46415
12.6575,0.46407
12.6619,0.464
12.6662,0.46393
12.6706,0.46385
12.6749,0.46378
12.6793,0.4637
12.6836,0.46363
12.688,0.46355
12.6923,0.46348
12.6967,0.46341
12.701,0.46333
12.7054,0.46326
12.7097,0.46318
12.7141,0.46311
12.7184,0.46304
12.7227,0.46296
12.7271,0.46289
12.7314,0.46281
12.7358,0.46274
12.7401,0.46267
12.7445,0.46259
12.7488,0.46252
12.7532,0.46244
12.7575,0.46237
12.7619,0.4623
12.7662,0.46222
12.7706,0.46215
12.7749,0.46207
12.7793,0.462
12.7836,0.46193
12.788,0.46185
12.7923,0.46178
12.7967,0.4617
12.801,0.46163
12.8054,0.46156
12.8097,0.46148
12.8141,0.46141
12.8184,0.46133
12.8227,0.46126
12.8271,0.46119
12.8314,0.46111
12.8358,0.46104
12.8401,0.46096
12.8445,0.46089
12.8488,0.46081
12.8532,0.46074
12.8575,0.46067
12.8619,0.46059
12.8662,0.46052
12.8706,0.46044
12.8749,0.46037
12.8793,0.46029
12.8836,0.46022
12.888,0.46014
12.8923,0.46007
12.8967,0.45999
12.901,0.45992
12.9054,0.45984
12.9097,0.45977
12.914,0.45969
12.9184,0.45961
12.9227,0.45954
12.9271,0.45946
12.9314,0.45939
12.9358,0.45931
12.9401,0.45924
12.9445,0.45916
12.9488,0.45908
12.9532,0.45901
12.9575,0.45893
12.9619,0.45885
12.9662,0.45878
12.9706,0.4587
12.9749,0.45862
12.9793,0.45855
12.9836,0.45847
12.988,0.45839
12.9923,0.45831
12.9967,0.45823
13.001,0.45816
13.0054,0.45808
13.0097,0.458
13.014,0.45792
13.0184,0.45784
13.0227,0.45776
13.0271,0.45768
13.0314,0.4576
13.0358,0.45752
13.0401,0.45745
13.0445,0.45736
13.0488,0.45728
13.0532,0.4572
13.0575,0.45712
13.0619,0.45704
13.0662,0.45696
13.0706,0.45688
13.0749,0.4568
13.0793,0.45671
13.0836,0.45663
13.088,0.45655
13.0923,0.45647
13.0967,0.45638
13.101,0.4563
13.1054,0.45621
13.1097,0.45613
13.114,0.45604
13.1184,0.45596
13.1227,0.45587
13.1271,0.45579
13.1314,0.4557
13.1358,0.45561
13.1401,0.45553
13.1445,0.45544
13.1488,0.45535
13.1532,0.45526
13.1575,0.45517
13.1619,0.45508
13.1662,0.45499
13.1706,0.4549
13.1749,0.45481
13.1793,0.45471
13.1836,0.45462
13.188,0.45453
13.1923,0.45443
13.1967,0.45434
13.201,0.45424
13.2054,0.45414
13.2097,0.45405
13.214,0.45395
13.2184,0.45385
13.2227,0.45375
13.2271,0.45365
13.2314,0.45354
13.2358,0.45344
13.2401,0.45333
13.2445,0.45323
13.2488,0.45312
13.2532,0.45301
13.2575,0.4529
13.2619,0.45278
13.2662,0.45267
13.2706,0.45255
13.2749,0.45243
13.2793,0.45231
13.2836,0.45219
13.288,0.45207
13.2923,0.45194
13.2967,0.4518
13.301,0.45167
13.3054,0.45153
13.3097,0.45139
13.314,0.45125
13.3184,0.4511
13.3227,0.45094
13.3271,0.45078
13.3314,0.45062
13.3358,0.45045
13.3401,0.45027
13.3445,0.45009
13.3488,0.4499
13.3532,0.4497
13.3575,0.44949
13.3619,0.44927
13.3662,0.44904
13.3706,0.44879
13.3749,0.44852
13.3793,0.44822
13.3836,0.44789
13.388,0.44752
13.3923,0.44708
13.3967,0.44653
13.401,0.44566
13.4054,0.44381
13.4097,0.44348
13.414,0.44337
13.4184,0.44333
13.4227,0.44332
13.4271,0.44332
13.4314,0.44334
13.4358,0.44336
13.4401,0.44339
13.4445,0.44342
13.4488,0.44346
13.4532,0.4435
13.4575,0.44353
13.4619,0.44357
13.4662,0.44361
13.4706,0.44365
13.4749,0.44369
13.4793,0.44373
13.4836,0.44376
13.488,0.4438
13.4923,0.44383
13.4967,0.44386
13.501,0.44389
13.5053,0.44392
13.5097,0.44395
13.514,0.44397
13.5184,0.44399
13.5227,0.44401
13.5271,0.44403
13.5314,0.44404
13.5358,0.44406
13.5401,0.44406
13.5445,0.44407
13.5488,0.44407
13.5532,0.44407
13.5575,0.44406
13.5619,0.44405
13.5662,0.44404
13.5706,0.44402
13.5749,0.444
13.5793,0.44397
13.5836,0.44394
13.588,0.4439
13.5923,0.44386
13.5967,0.44381
13.601,0.44375
13.6053,0.44369
13.6097,0.44363
13.614,0.44355
13.6184,0.44347
13.6227,0.44338
13.6271,0.44329
13.6314,0.44318
13.6358,0.44307
13.6401,0.44295
13.6445,0.44282
13.6488,0.44268
13.6532,0.44253
13.6575,0.44237
13.6619,0.44221
13.6662,0.44204
13.6706,0.44186
13.6749,0.44168
13.6793,0.44149
13.6836,0.44129
13.688,0.44109
13.6923,0.44088
13.6967,0.44067
13.701,0.44045
13.7053,0.44022
13.7097,0.44
13.714,0.43976
13.7184,0.43953
13.7227,0.43929
13.7271,0.43905
13.7314,0.43881
13.7358,0.43857
13.7401,0.43833
13.7445,0.43809
13.7488,0.43785
13.7532,0.43762
13.7575,0.43738
13.7619,0.43715
13.7662,0.43692
13.7706,0.4367
13.7749,0.43648
13.7793,0.43627
13.7836,0.43607
13.788,0.43587
13.7923,0.43568
13.7967,0.4355
13.801,0.43533
13.8053,0.43517
13.8097,0.43503
13.814,0.43489
13.8184,0.43477
13.8227,0.43466
13.8271,0.43457
13.8314,0.43449
13.8358,0.43442
13.8401,0.43437
13.8445,0.43434
13.8488,0.43432
13.8532,0.43432
13.8575,0.43434
13.8619,0.43437
13.8662,0.43442
13.8706,0.43448
13.8749,0.43455
13.8793,0.43464
13.8836,0.43474
13.888,0.43485
13.8923,0.43497
13.8967,0.4351
13.901,0.43524
13.9053,0.43539
13.9097,0.43555
13.914,0.43572
13.9184,0.4359
13.9227,0.43608
13.9271,0.43627
13.9314,0.43646
13.9358,0.43666
13.9401,0.43687
13.9445,0.43708
13.9488,0.43729
13.9532,0.43751
13.9575,0.43773
13.9619,0.43795
13.9662,0.43818
13.9706,0.4384
13.9749,0.43863
13.9793,0.43886
13.9836,0.43909
13.988,0.43932
13.9923,0.43955
13.9966,0.43978
14.001,0.44
14.0053,0.44023
14.0097,0.44045
14.014,0.44067
14.0184,0.44089
14.0227,0.4411
14.0271,0.44131
14.0314,0.44152
14.0358,0.44172
14.0401,0.44192
14.0445,0.44211
14.0488,0.44229
14.0532,0.44247
14.0575,0.44264
14.0619,0.44281
14.0662,0.44297
14.0706,0.44312
14.0749,0.44327
14.0793,0.4434
14.0836,0.44353
14.088,0.44366
14.0923,0.44377
14.0966,0.44388
14.101,0.44399
14.1053,0.44408
14.1097,0.44417
14.114,0.44426
14.1184,0.44433
14.1227,0.44441
14.1271,0.44447
14.1314,0.44453
14.1358,0.44458
14.1401,0.44463
14.1445,0.44467
14.1488,0.4447
14.1532,0.44473
14.1575,0.44475
14.1619,0.44476
14.1662,0.44477
14.1706,0.44477
14.1749,0.44477
14.1793,0.44476
14.1836,0.44475
14.188,0.44473
14.1923,0.4447
14.1966,0.44466
14.201,0.44462
14.2053,0.44458
14.2097,0.44453
14.214,0.44447
14.2184,0.4444
14.2227,0.44433
14.2271,0.44426
14.2314,0.44417
14.2358,0.44408
14.2401,0.44398
14.2445,0.44388
14.2488,0.44377
14.2532,0.44365
14.2575,0.44353
14.2619,0.4434
14.2662,0.44326
14.2706,0.44311
14.2749,0.44296
14.2793,0.4428
14.2836,0.44263
14.288,0.44245
14.2923,0.44226
14.2966,0.44207
14.301,0.44187
14.3053,0.44166
14.3097,0.44144
14.314,0.44122
14.3184,0.44099
14.3227,0.44076
14.3271,0.44052
14.3314,0.44028
14.3358,0.44003
14.3401,0.43977
14.3445,0.43952
14.3488,0.43926
14.3532,0.439
14.3575,0.43874
14.3619,0.43848
14.3662,0.43822
14.3706,0.43795
14.3749,0.43769
14.3793,0.43744
14.3836,0.43718
14.388,0.43693
14.3923,0.43668
14.3966,0.43644
14.401,0.4362
14.4053,0.43597
14.4097,0.43574
14.414,0.43552
14.4184,0.43531
14.4227,0.4351
14.4271,0.43491
14.4314,0.43472
14.4358,0.43454
14.4401,0.43437
14.4445,0.4342
14.4488,0.43405
14.4532,0.4339
14.4575,0.43377
14.4619,0.43364
14.4662,0.43352
14.4706,0.43341
14.4749,0.43331
14.4793,0.43321
14.4836,0.43313
14.488,0.43305
14.4923,0.43297
14.4966,0.4329
14.501,0.43284
14.5053,0.43278
14.5097,0.43273
14.514,0.43269
14.5184,0.43265
14.5227,0.43261
14.5271,0.43258
14.5314,0.43256
14.5358,0.43254
14.5401,0.43252
14.5445,0.43251
14.5488,0.4325
14.5532,0.4325
14.5575,0.4325
14.5619,0.4325
14.5662,0.43251
14.5706,0.43252
14.5749,0.43254
14.5793,0.43256
14.5836,0.43258
14.5879,0.43261
14.5923,0.43263
14.5966,0.43267
14.601,0.4327
14.6053,0.43274
14.6097,0.43278
14.614,0.43282
14.6184,0.43287
14.6227,0.43292
14.6271,0.43297
14.6314,0.43303
14.6358,0.43309
14.6401,0.43315
14.6445,0.43321
14.6488,0.43327
14.6532,0.43334
14.6575,0.43341
14.6619,0.43348
14.6662,0.43356
14.6706,0.43363
14.6749,0.43371
14.6793,0.43379
14.6836,0.43388
14.6879,0.43396
14.6923,0.43405
14.6966,0.43413
14.701,0.43422
14.7053,0.43431
14.7097,0.43439
14.714,0.43448
14.7184,0.43456
14.7227,0.43465
14.7271,0.43473
14.7314,0.43481
14.7358,0.43489
14.7401,0.43497
14.7445,0.43504
14.7488,0.43511
14.7532,0.43518
14.7575,0.43524
14.7619,0.4353
14.7662,0.43536
14.7706,0.43541
14.7749,0.43545
14.7793,0.43549
14.7836,0.43552
14.7879,0.43555
14.7923,0.43557
14.7966,0.43558
14.801,0.43559
14.8053,0.43559
14.8097,0.43558
14.814,0.43556
14.8184,0.43553
14.8227,0.43549
14.8271,0.43545
14.8314,0.43539
14.8358,0.43532
14.8401,0.43524
14.8445,0.43516
14.8488,0.43506
14.8532,0.43494
14.8575,0.43482
14.8619,0.43469
14.8662,0.43454
14.8706,0.43438
14.8749,0.4342
14.8793,0.43401
14.8836,0.43381
14.8879,0.43359
14.8923,0.43336
14.8966,0.43312
14.901,0.43286
14.9053,0.43259
14.9097,0.4323
14.914,0.432
14.9184,0.4317
14.9227,0.43138
14.9271,0.43105
14.9314,0.43071
14.9358,0.43036
14.9401,0.43
14.9445,0.42964
14.9488,0.42927
14.9532,0.42889
14.9575,0.42851
14.9619,0.42812
14.9662,0.42772
14.9706,0.42733
14.9749,0.42692
14.9793,0.42652
14.9836,0.42611
14.9879,0.4257
14.9923,0.42529
14.9966,0.42488
15.001,0.42446
15.0053,0.42405
15.0097,0.42364
15.014,0.42323
15.0184,0.42282
15.0227,0.42241
15.0271,0.42201
15.0314,0.42161
15.0358,0.42122
15.0401,0.42083
15.0445,0.42044
15.0488,0.42006
15.0532,0.41969
15.0575,0.41933
15.0619,0.41897
15.0662,0.41862
15.0706,0.41828
15.0749,0.41795
15.0792,0.41763
15.0836,0.41732
15.0879,0.41702
15.0923,0.41673
15.0966,0.41645
15.101,0.41619
15.1053,0.41594
15.1097,0.4157
15.114,0.41548
15.1184,0.41527
15.1227,0.41507
15.1271,0.41489
15.1314,0.41472
15.1358,0.41457
15.1401,0.41442
15.1445,0.41429
15.1488,0.41417
15.1532,0.41406
15.1575,0.41396
15.1619,0.41387
15.1662,0.41379
15.1706,0.41372
15.1749,0.41367
15.1792,0.41362
15.1836,0.41358
15.1879,0.41355
15.1923,0.41353
15.1966,0.41352
15.201,0.41351
15.2053,0.41352
15.2097,0.41353
15.214,0.41355
15.2184,0.41358
15.2227,0.41361
15.2271,0.41365
15.2314,0.4137
15.2358,0.41375
15.2401,0.41381
15.2445,0.41387
15.2488,0.41394
15.2532,0.41402
15.2575,0.4141
15.2619,0.41418
15.2662,0.41427
15.2706,0.41436
15.2749,0.41445
15.2792,0.41455
15.2836,0.41465
15.2879,0.41475
15.2923,0.41486
15.2966,0.41497
15.301,0.41508
15.3053,0.41519
15.3097,0.4153
15.314,0.41541
15.3184,0.41552
15.3227,0.41564
