############################
### DOCUMENT
#  [1] P. J. Wilbur, “Advanced Ion Thruster Research,”  NASA CR-168340, 1984.
### SOFTWARE
# Plot digitized using Engauge Digitizer
### CAPTION
# Effect of propellant and insert surface work function on plasma density profile
### DATA
# Id (A), do (mm), dc (mm), P (Torr), phi_wf (eV), x (mm), ne (x10^(-19) m^-3) 
### NOTES
# Fig. 29 p. 84
# x is UPSTREAM of the orifice
############################
2.3,0.76,4.0,4.0,1.9,0.1704,24.8583
2.3,0.76,4.0,4.0,1.9,0.5056,25.3071
2.3,0.76,4.0,4.0,1.9,0.6733,25.4201
2.3,0.76,4.0,4.0,1.9,0.8597,25.4959
2.3,0.76,4.0,4.0,1.9,1.1581,25.4241
2.3,0.76,4.0,4.0,1.9,1.326,25.2768
2.3,0.76,4.0,4.0,1.9,1.5876,24.4985
2.3,0.76,4.0,4.0,1.9,1.6625,24.1646
2.3,0.76,4.0,4.0,1.9,1.7192,23.1615
2.3,0.76,4.0,4.0,1.9,1.7568,22.7901
2.3,0.76,4.0,4.0,1.9,1.7758,22.4186
2.3,0.76,4.0,4.0,1.9,1.7857,21.7124
2.3,0.76,4.0,4.0,1.9,1.8236,21.0112
2.3,0.76,4.0,4.0,1.9,1.8708,20.3007
2.3,0.76,4.0,4.0,1.9,1.9084,19.9293
2.3,0.76,4.0,4.0,1.9,1.946,19.558
2.3,0.76,4.0,4.0,1.9,1.9464,19.0004
2.3,0.76,4.0,4.0,1.9,1.984,18.6291
2.3,0.76,4.0,4.0,1.9,2.0216,18.2577
2.3,0.76,4.0,4.0,1.9,2.0407,17.7746
2.3,0.76,4.0,4.0,1.9,2.0783,17.4033
2.3,0.76,4.0,4.0,1.9,2.1158,17.0691
2.3,0.76,4.0,4.0,1.9,2.1349,16.586
2.3,0.76,4.0,4.0,1.9,2.1725,16.2146
2.3,0.76,4.0,4.0,1.9,2.2287,15.8806
2.3,0.76,4.0,4.0,1.9,2.2665,15.249
2.3,0.76,4.0,4.0,1.9,2.3041,14.8776
2.3,0.76,4.0,4.0,1.9,2.3981,13.9864
2.3,0.76,4.0,4.0,1.9,2.4543,13.6151
2.3,0.76,4.0,4.0,1.9,2.5483,12.7239
2.3,0.76,4.0,4.0,1.9,2.6231,12.39
2.3,0.76,4.0,4.0,1.9,2.7357,11.4617
2.3,0.76,4.0,4.0,1.9,2.792,11.1276
2.3,0.76,4.0,4.0,1.9,2.9045,10.3109
2.3,0.76,4.0,4.0,1.9,2.9793,9.977
2.3,0.76,4.0,4.0,1.9,3.0542,9.6431
2.3,0.76,4.0,4.0,1.9,3.1737,8.8821
2.3,0.76,4.0,4.0,1.9,3.2159,8.5944
2.3,0.76,4.0,4.0,1.9,3.2931,8.2419
2.3,0.76,4.0,4.0,1.9,3.4102,7.5646
2.3,0.76,4.0,4.0,1.9,3.485,7.2307
2.3,0.76,4.0,4.0,1.9,3.5785,6.8969
2.3,0.76,4.0,4.0,1.9,3.6535,6.3772
2.3,0.76,4.0,4.0,1.9,3.7284,6.0433
2.3,0.76,4.0,4.0,1.9,3.8032,5.7094
2.3,0.76,4.0,4.0,1.9,3.8969,5.1526
2.3,0.76,4.0,4.0,1.9,3.9718,4.8187
2.3,0.76,4.0,4.0,1.9,4.0652,4.485
2.3,0.76,4.0,4.0,1.9,4.1777,3.7797
2.3,0.76,4.0,4.0,1.9,4.2712,3.446
2.3,0.76,4.0,4.0,1.9,4.3647,3.1494
2.3,0.76,4.0,4.0,1.9,4.5329,2.5561
2.3,0.76,4.0,4.0,1.9,4.6451,2.2597
2.3,0.76,4.0,4.0,1.9,4.7758,2.0006
2.3,0.76,4.0,4.0,1.9,4.9812,1.5563
2.3,0.76,4.0,4.0,1.9,5.1119,1.3344
2.3,0.76,4.0,4.0,1.9,5.2799,1.1128
2.3,0.76,4.0,4.0,1.9,5.5598,0.7806
2.3,0.76,4.0,4.0,1.9,5.7277,0.6333
2.3,0.76,4.0,4.0,1.9,5.9143,0.5234
